Name,Score,Japanese name,Type,Favorites,Completed
Osake wa Fuufu ni Natte kara: Yuzu Atsukan,7.03,お酒は夫婦になってから 14杯め「ゆず熱燗」,ONA,15,13231
Neko Kikaku,Unknown,猫企画,Movie,0,21
Bokura no Nanokakan Sensou,6.72,ぼくらの七日間戦争,Movie,35,4841
Sword Art Online Alternative: Gun Gale Online - Refrain,6.47,ソードアート・オンライン オルタナティブ ガンゲイル・オンライン 5.5話「ルフラン」,Special,64,19614
Boku wa Robot-goshi no Kimi ni Koi wo Suru Movie,Unknown,僕はロボットごしの君に恋をする,Movie,5,0
Poputepipikku Specials,6,ポプテピピック 【映像特典】,Special,0,572
"""Kiss Dekiru Gyoza"" x Mameshiba Movie",5.05,映画『キスできる餃子』×豆しば,Special,0,219
Very! Merry!! Session!!!,5.2,Very! Merry!! Session!!!,Music,1,450
Elleair x Kamiusagi Rope,Unknown,エリエール×紙兎ロペ,ONA,0,0
Kamiusagi Rope x Wacoal,Unknown,紙兎ロペ × ワコール,ONA,0,34
AriKiri,Unknown,アリキリ,ONA,0,50
Sanuki Eiga-sai Opening Eizou,Unknown,さぬき映画祭オープニング映像,Movie,0,121
Aioi Ai oi,5.38,あいおい会い追い,Special,0,146
Hakyuu Houshin Engi Recap,5.25,覇穹 封神演義,Special,0,555
Guilty Gear X,5.93,ギルティギア ゼクス,Special,4,248
Free! Movie 1: Timeless Medley - Kizuna - Character Butai Aisatsu,6.73,劇場版 Free!-Timeless Medley- 絆 キャラクター舞台挨拶,Movie,5,1366
Free! Movie 2: Timeless Medley - Yakusoku: Character Butai Aisatsu,6.63,劇場版 Free!-Timeless Medley- 約束 キャラクター舞台挨拶,Movie,3,1285
Free!: Take Your Marks: Character Butai Aisatsu,6.79,特別版 Free!-Take Your Marks- キャラクター舞台挨拶,Movie,1,1379
Diamond Fusion,7.21,アイドリッシュセブン DIAMOND FUSION,Music,9,1272
Yinhun x KFC,6.86,银魂 X 肯德基,ONA,8,2143
Pokemon: Aki no Special,5.63,ポケットモンスター・秋のスペシャル,Special,0,562
Uchuu Senkan Tiramisù Specials,6.37,宇宙戦艦ティラミス,Special,0,2037
Dare no Tame ni Sakura wa Saku,Unknown,誰のために桜は咲く,Music,0,121
BanG Dream! 2nd Season,7.59,BanG Dream!（バンドリ！）第2期,TV,412,15787
BanG Dream! 3rd Season,8.05,BanG Dream!（バンドリ！）第3期,TV,413,9834
BanG Dream! Garupa☆Pico,7.78,BanG Dream! ガルパ☆ピコ,TV,124,9659
KakoPad: Nagaoka Hanabi Monogatari,Unknown,かこパッド ー長岡花火物語ー,ONA,0,67
Midori-chan,Unknown,みどりちゃん,ONA,0,37
Promedicus,Unknown,プロメディカス,ONA,0,113
Sanpou Shoujo,Unknown,算法少女,Movie,0,22
Benghuai 3: Reburn,6.88,崩坏3 Reburn,Special,15,1307
Naniiro no Nani,5.86,何色の何,ONA,0,406
Golden Kamuy OVA,7.18,ゴールデンカムイ OAD,OVA,6,9639
Super Dragon Ball Heroes,5.29,スーパードラゴンボールヒーローズ,ONA,205,7
Wo Shi Jiang Xiaobai (2018),7.19,我是江小白 小剧场,ONA,3,785
Huan Jie Wang,6.6,幻界王,ONA,15,925
Tian Yu,Unknown,天谕,ONA,3,106
Oshi ga Budoukan Ittekuretara Shinu,7.45,推しが武道館いってくれたら死ぬ,TV,219,13683
Shittakaburi Kaitsuburi,Unknown,知ったかぶりカイツブリ,Music,0,24
Shigutsman,Unknown,滋賀ッツマン,OVA,0,18
Yami Shibai 6,6.15,闇芝居 6期,TV,7,8360
Ling Yu 4th Season,6.73,灵域 第四季,ONA,2,589
Ling Yu 5th Season,6.73,灵域 第五季,ONA,1,546
Ling Yu 6th Season,6.12,灵域 追忆篇,ONA,1,287
Godzilla 3: Hoshi wo Kuu Mono,6.27,GODZILLA 星を喰う者,Movie,34,16905
One Piece: Episode of Sorajima,7.11,ONE PIECE エピソードオブ空島,Special,19,10564
Meshinuma.,Unknown,めしぬま。,ONA,0,20
To the Moon,Unknown,Unknown,Movie,22,0
Gaikan Chiba,Unknown,GAIKAN CHIBA,ONA,0,90
Senjou no Valkyria Special,5.58,戦場のヴァルキュリア Valkyria Chronicles,Special,0,470
Code:Realize - Sousei no Himegimi - Set a Thief to Catch a Thief,6.74,Code:Realize ~創世の姫君~,OVA,6,3451
Chikyuugai Shounen Shoujo,Unknown,地球外少年少女,Unknown,1,0
Uchuu no Hou: Reimei-hen,5.46,宇宙の法-黎明編-,Movie,2,194
Uma Musume: Pretty Derby - BNW no Chikai,6.98,ウマ娘 プリティーダービー BNWの誓い,Special,8,2720
Ueno-san wa Bukiyou,6.64,上野さんは不器用,TV,165,44028
ReLIFE: Kanketsu-hen Specials,6.8,社外秘 リライフ研究所 サポート課,Special,20,8646
Seikaisuru Kado: Beyond Information,6.17,正解するカド12.5話 KADO:Beyond Information,ONA,2,707
Baa-cha no Kingyo,6.22,婆ちゃの金魚,ONA,0,437
Ani ni Tsukeru Kusuri wa Nai! 2,7.72,兄に付ける薬はない! 2,TV,75,19362
Nakanohito Genome [Jikkyouchuu],6.87,ナカノヒトゲノム【実況中】,TV,467,40504
Nu Sheng Su She Ri Chang,Unknown,女生宿舍日常,TV,0,30
Mu Wang Zhi Wang: Han Tie Dou,Unknown,墓王之王 寒铁斗,ONA,1,80
Mandamgangho,Unknown,만담강호,Movie,0,23
Sketch,Unknown,スケッチ,ONA,0,141
I-O Data x Taka no Tsume,Unknown,I-O DATA×鷹の爪,ONA,0,51
Quanzhi Gaoshou 2,8.03,全职高手2,ONA,554,21522
Mahou Shoujo Lyrical Nanoha A's Picture Drama,5.89,魔法少女リリカルなのは エース ピクチャードラマ 医療少女メディカルシャマル セカンドコース,Special,1,301
Mahou Shoujo Lyrical Nanoha StrikerS Picture Drama,5.77,魔法少女リリカルなのはStrikerS ピクチャードラマ ミッドチルダ学園へようこそ！,Special,2,266
Wu Shan Wu Xing,8,雾山五行,ONA,154,7195
Wan Jie Xian Zong,7.37,万界仙踪,ONA,23,1292
Hua Jianghu Zhi Huan Shi Men Sheng,6.49,画江湖之换世门生,ONA,9,0
Lilitales,6.07,リリテイルズ,OVA,6,874
Yatogame-chan Kansatsu Nikki,6.21,八十亀ちゃんかんさつにっき,TV,7,12256
Naengjang-go Nala Cocomong,Unknown,냉장고 나라 코코몽,TV,0,36
Hello Cocomong,Unknown,헬로 코코몽,TV,0,44
Cocomong 2,Unknown,코코몽2,TV,0,39
Hello Cocomong 2,Unknown,헬로 코코몽2,TV,0,41
Cocomong 3,Unknown,코코몽3,TV,0,39
Rocket Dive,Unknown,ROCKET DIVE,Music,0,117
Hentatsu,5.5,へんたつ,ONA,0,775
Ice Kuritarou (Movie),Unknown,アイスくりたろう,Movie,0,22
Ice Kuritarou,Unknown,アイスくりたろう,TV,0,17
Shoumetsu Toshi,5.46,消滅都市,TV,54,12950
Neo-Aspect,7.51,Neo-Aspect,Music,6,1544
Mou Ichido Luminous,6.46,もういちど ルミナス,Music,2,683
3D Kanojo: Real Girl 2nd Season,7.66,3D彼女 リアルガール第2シーズン,TV,837,70550
Fukigen na Mononokean Tsuzuki,7.57,不機嫌なモノノケ庵 續,TV,122,19665
Gakuen Babysitters Special,7.67,学園ベビーシッターズ,Special,41,13837
King of Prism: Shiny Seven Stars I - Prologue x Yukinojou x Taiga,6.04,KING OF PRISM -Shiny Seven Stars- I プロローグxユキノジョウ×タイガ,Movie,8,259
IDOLiSH7: Second Beat!,8.15,アイドリッシュセブン Second BEAT!,TV,235,3318
Caramel Honey,6.8,からめるハニー,ONA,53,3276
Mayonaka no Occult Koumuin,6.71,真夜中のオカルト公務員,TV,91,21657
Kaze ga Tsuyoku Fuiteiru,8.45,風が強く吹いている,TV,4163,102342
Pokemon Movie 22: Mewtwo no Gyakushuu Evolution,6.1,劇場版 ポケットモンスター ミュウツーの逆襲evolution,Movie,33,9042
"Chuunibyou demo Koi ga Shitai! Movie: Take On Me - Weekly Short Movie ""Kotatsu DE Photo Session""",6.43,映画 中二病でも恋がしたい! -Take On Me-週替わりショートムービー「こたつ DE フォトセッション」,Movie,10,4801
Kirakira Happy★Hirake! Cocotama,Unknown,キラキラハッピー★ひらけ! ここたま,TV,2,76
Youkai Watch Movie 5: Forever Friends,6.47,映画 妖怪ウォッチ FOREVER FRIENDS,Movie,4,314
Yakusoku no Nanaya Matsuri,6.78,約束の七夜祭り,ONA,5,3591
Hoshiai no Sora,7.53,星合の空,TV,1231,54759
Märchen Mädchen Specials,6.01,メルヘン・メドヘン,Special,2,2922
Piano no Mori (TV) 2nd Season,7.4,ピアノの森 第2シリーズ,TV,72,17520
Zombieland Saga,7.52,ゾンビランドサガ,TV,2119,172182
Kamisama Minarai: Himitsu no Cocotama - Minarai Cocotama-dou,Unknown,かみさまみならい ヒミツのここたま 特别篇,TV,1,71
Mahou Shoujo Tokushusen Asuka,6.34,魔法少女特殊戦あすか,TV,113,23631
Youkoso Japari Park,5.89,ようこそジャパリパーク,ONA,3,428
Kaijuu no Kodomo,7.13,海獣の子供,Movie,290,16830
Domestic na Kanojo,6.77,ドメスティックな彼女,TV,3448,273039
Nekopara: Koneko no Hi no Yakusoku,7.07,ネコぱら 仔ネコの日の約束,ONA,32,15090
"Kumo Desu ga, Nani ka?",6.94,蜘蛛ですが、なにか？,TV,834,19
Aggressive Retsuko (ONA) 2nd Season,7.79,アグレッシブ烈子第2期,ONA,195,57869
Trinity Seven Movie 2: Heavens Library to Crimson Lord,7.34,劇場版 トリニティセブン -天空図書館〈ヘブンズライブラリー〉と真紅の魔王〈クリムゾンロード〉,Movie,164,39714
Violet Evergarden Movie,8.65,劇場版 ヴァイオレット・エヴァーガーデン,Movie,961,21244
Uchuu Senkan Tiramisù II,6.54,宇宙戦艦ティラミスⅡ（ツヴァイ）,TV,4,4524
Golden Kamuy 2nd Season,8.2,ゴールデンカムイ,TV,577,73902
Gurazeni Season 2,6.74,グラゼニ シーズン2,TV,3,2548
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,8.61,ジョジョの奇妙な冒険 黄金の風,TV,21884,383733
Jingai-san no Yome,5.66,人外さんの嫁,TV,64,15951
Watashi ni Tenshi ga Maiorita!,7.36,私に天使が舞い降りた！,TV,1219,62419
B: The Beginning Succession,Unknown,B:The Beginning Succession,ONA,85,4
Asobi Asobase OVA,7.52,あそびあそばせ (OAD),OVA,13,21316
Devils Line: Anytime Anywhere,6.87,デビルズライン エニタイム エニウェア,OVA,23,6936
Girly Air Force,6.18,ガーリー・エアフォース,TV,144,24374
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.43,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,TV,22277,678999
Kimetsu no Yaiba,8.62,鬼滅の刃,TV,51725,1079964
Shinya! Tensai Bakabon Specials,Unknown,深夜! 天才バカボン,Special,0,66
Asobi Asobase Specials,7.59,あそびあそばせ,Special,10,21649
Bungou Stray Dogs 3rd Season,8.17,文豪ストレイドッグス 第3期,TV,2945,188700
Strike Witches: 501 Butai Hasshin Shimasu!,6.48,ストライクウィッチーズ 501部隊発進しますっ！,TV,26,4683
Strike Witches: Road to Berlin,7.32,第501統合戦闘航空団 ストライクウィッチーズ ROAD to BERLIN,TV,49,3929
Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches,Unknown,連盟空軍航空魔法音楽隊 ルミナスウィッチーズ,TV,3,0
Dot Bit Retro: Boku Dake no Kusoge,Unknown,Dot Bit Retro - ぼくだけのクソゲー,ONA,0,11
Hawaiian Conu,Unknown,ハワイアン コヌ,TV,1,27
Re:Stage! Dream Days♪,6.69,Re:ステージ! ドリームデイズ♪,TV,38,3056
Kaeru Ouji to Imomushi Henry,Unknown,カエル王子といもむしヘンリー,TV,1,33
Hello WeGo!,Unknown,ハローウィーゴ!,Movie,0,52
Toe! Space Attendant Aoi,Unknown,斗え! スペースアテンダントアオイ,Movie,1,60
Chuck Shimezou,Unknown,チャックシメゾウ,Movie,1,37
Captain Bal,Unknown,キャプテン・バル,Movie,0,38
Shika no Ou,Unknown,鹿の王,Movie,8,0
Zannen na Ikimono Jiten,Unknown,ざんねんないきもの事典,TV,0,66
Yuukai Anna,5,誘拐アンナ,Movie,1,506
Chokkan × Algorhythm♪ 2nd Season,Unknown,直感×アルゴリズム♪ 2nd Season,ONA,0,41
"15-sai, Kyou kara Dousei Hajimemasu.",Unknown,"15歳, 今日から同棲はじめます.",ONA,6,98
Beatless Final Stage,6.81,BEATLESS Final Stage,TV,56,16138
Monster Strike the Movie: Sora no Kanata,6.34,モンスターストライク THE MOVIE ソラノカナタ,Movie,3,204
Monster Strike The Animation,6.61,モンスターストライク The Animation,ONA,9,554
Lipton #watashitolipton,Unknown,Lipton(リプトン) #わたしとリプトン,ONA,0,118
Monster Strike The Animation Episode 0,5.73,モンスターストライク The Animation,ONA,0,486
Himitsukessha Taka no Tsume GG,Unknown,秘密結社 鷹の爪GG,ONA,0,0
Ookami to Koushinryou VR,6.94,狼と香辛料VR,ONA,58,1518
Free!: Dive to the Future Episode 0,7.46,Free!-Dive to the Future- 第0話,Special,5,6624
Green Dakara x Mirai no Mirai,5.3,GREEN DA・KA・RA×未来のミライ,ONA,0,757
Moom: Hajimari no Monogatari,Unknown,ムーム はじまりの物語,Special,0,66
Muchi Muchi Kyousei Seichouchuu!!!,6.86,むち無知ッ強制成長中っ!!!,ONA,39,3490
Kansen Sodom,6,感染ソドム,OVA,22,2139
Tinderbox,6.3,Tinderbox,OVA,12,1239
Soikano: Gyutto Dakishimete - The Animation,6.9,添いカノ~ぎゅっと抱きしめて~ THE ANIMATION,OVA,20,1366
Tiny Evil,7.1,Tiny Evil,OVA,96,6580
Nuresuke JK Ameyadori Rape,6.58,Unknown,ONA,13,994
Hasande Ageru,6.07,はさんであげる,OVA,0,1098
Ane Chijo♥Max Heart,6.63,あねちじょ☆マックスハート,OVA,24,1286
Elf no Oshiego to Sensei,6.47,エルフの教え子と先生,OVA,8,2175
Kyonyuu JK ga Ojisan Chinpo to Jupo Jupo Iyarashii Sex Shitemasu.,6.67,巨乳J○がオジさんチ○ポとじゅぽじゅぽいやらしいセックスしてます.,OVA,13,2058
Kono Subarashii Sekai ni Shukufuku wo!: Kurenai Densetsu,8.52,この素晴らしい世界に祝福を！紅伝説,Movie,3814,313650
Graduation,Unknown,グラデーション,Music,0,119
Haru Yasumi no Yoru,Unknown,はるやすみのよる,Music,0,129
Bouken no Susume,Unknown,冒険のススメ,Music,0,122
"""Calpis"" Hakkou Monogatari",5.13,「カルピス」発酵ものがたり,ONA,0,302
Kyoukaisenjou no Horizon Special,6.38,境界線上のホライゾン 完全新作アニメーション「境界線上のホライゾンXXI-PV」,Special,2,1329
Crescendo Story,5.28,クレッシェンド・ストーリー,Music,0,440
Oshiete♡Namie-sensei!,Unknown,おしえて♡なみえ先生！,ONA,0,56
Roku no Sekai,Unknown,ロクの世界,OVA,0,78
Shoujo☆Kageki Revue Starlight Specials,6.92,少女☆歌劇 レヴュー・スタァライト未放送エピソード,Special,5,2874
Rikaisha,6.15,理解者,Music,0,855
WiSH VOYAGE,6.88,アイドリッシュセブン『WiSH VOYAGE IDOLiSH7』,Music,5,720
Pop in Q Dance MV,5.71,ポッピンQ Dance MV,Music,0,231
Evangelion: Another Impact (VR),6.42,evangelion:Another Impact（VR）,Movie,22,3256
Osomatsu-san VR,Unknown,おそ松さんVR,Movie,3,174
Natsu wo Yarinaosu,Unknown,夏をやりなおす,Movie,1,63
Oi-san to 40 no Monogatari,Unknown,オイさんと40の物語,ONA,0,85
Namakura Gatana: Kunoichi-hen,4.9,なまくら刀・くノ一編,ONA,0,488
Saigo no Mori: Hajimari no Hito,Unknown,最後の森 はじまりの人,Movie,1,50
One Room Second Season: Hanasaka Yui no Prologue,5.72,One Room セカンドシーズン　花坂結衣のプロローグ,Special,1,6041
Endro~!,6.94,えんどろ～！,TV,140,22006
Oshiego ni Kyouhaku Sareru no wa Hanzai Desu ka?,5.8,教え子に脅迫されるのは犯罪ですか？,ONA,0,247
Taisei Kensetsu: Singapore,5.87,大成建設テレビCM「シンガポール」篇,Special,0,1080
Fin-tan to Sauna ni Nyuurou,Unknown,フィンたんとサウナに入ろう,ONA,3,139
Harukana Receive: Yokoku,6.01,『はるかなレシーブ』予告,ONA,0,736
Poputepipikku Kinen,6.28,ポプテピ記念,ONA,2,2154
Yi Kong Zhi Dian,Unknown,翼空之巅,TV,1,39
Kkoma Bus Tayo,Unknown,꼬마버스 타요 1,TV,0,103
Kkoma Bus Tayo 2,Unknown,꼬마버스 타요 2,TV,0,79
Kkoma Bus Tayo 3,Unknown,꼬마버스 타요 3,TV,0,73
Kkoma Bus Tayo-ui Ace Guchuljakjeon,Unknown,꼬마버스 타요의 에이스 구출작전,Movie,0,71
Kkoma Bus Tayo 4,Unknown,꼬마버스 타요 4,TV,0,70
Titipo Titipo,Unknown,띠띠뽀 띠띠뽀,TV,0,58
Zoo: Hidamari no Shi,6.29,ZOO 「陽だまりの詩（シ）」,Movie,0,179
Kono Oto Tomare!,7.87,この音とまれ！,TV,1168,69731
Girls & Panzer: Saishuushou Part 2,8.04,『ガールズ＆パンツァー 最終章』第2話,Movie,55,9321
Nijuuseiki Denki Mokuroku,Unknown,二十世紀電氣目録,Unknown,16,0
Ken En Ken: Aoki Kagayaki,6.06,軒轅剣・蒼き曜,TV,17,4428
Fate/Grand Order: Zettai Majuu Sensen Babylonia,7.95,Fate/Grand Order -絶対魔獣戦線バビロニア-,TV,1772,77485
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,6.8,劇場版Fate/Grand Order -神聖円卓領域キャメロット- Wandering; Agateram,Movie,76,394
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,Unknown,劇場版Fate/Grand Order -神聖円卓領域キャメロット- Paladin; Agateram,Movie,25,0
Osomatsu-san: Hajimaru Hajimari,Unknown,おそ松さん～はじまりはじまり～,Special,1,104
Digimon Adventure: Last Evolution Kizuna,8.19,デジモンアドベンチャー LAST EVOLUTION 絆,Movie,151,9003
"Okoshiyasu, Chitose-chan",6.58,おこしやす、ちとせちゃん,TV,14,1071
Onnanoko dake ga Wakaru Uta: Only Girls Get It,Unknown,女の子だけがわかる歌-Only Girls Get It,Music,0,87
Hachigatsu no Cinderella Nine (TV),6.08,八月のシンデレラナイン (TV),TV,42,7562
Chiro-wa Chingu-deul,Unknown,치로와 친구들,TV,0,34
Zet Ranger,Unknown,제트레인저,TV,1,23
Kkaemo-ui Moheom,Unknown,깨모의 모험,TV,0,25
Hatsujou Switch: Otosareta Shoujo-tachi - The Animation,6.48,発情スイッチ~堕とされた少女達~ THE ANIMATION,OVA,7,1212
Ensemble Girls!!,5.81,あんさんぶるガールズ！！,ONA,0,252
Hatachi no Ryouma with Kurofune-kun!,Unknown,ハタチの龍馬 with クロフネくん！,ONA,0,51
Mix,7.25,MIX（ミックス）,TV,51,6978
Pakkororin,Unknown,パッコロリン,TV,0,0
Holiday Love: Fuufukan Renai,Unknown,ホリデイラブ 〜夫婦間恋愛〜,ONA,4,65
5-toubun no Hanayome,7.59,五等分の花嫁,TV,6548,325568
Mahou Shoujo Site Recaps,6.23,魔法少女サイト ダイジェストPV,Special,7,1491
Hotohashiru,6.11,ホトハシル,Music,0,508
Maken no Hime wa Ero Ero Desu,6.28,魔剣の姫はエロエロです,OVA,6,294
Tales of HR,Unknown,ているず おぶ HR,ONA,0,82
Tales of Puppet,Unknown,TALES OF パペット,ONA,0,104
Shinkansen Henkei Robo Shinkalion The Animation Recap,Unknown,【新幹線変形ロボ シンカリオン】総集編『団らん!!速杉家とシンカリオン』,ONA,0,84
Zhu Zhu Xia: Da Nao Huang Gong,Unknown,猪猪侠 大闹皇宫,TV,0,49
Zhu Zhu Xia: Mo Huan Zhu Luo Ji,Unknown,猪猪侠 魔幻猪猡纪,TV,0,53
Zhu Zhu Xia: Wu Xia 2008,Unknown,猪猪侠 武侠2008,TV,0,53
Zhu Zhu Xia: Yong Chuang Weilai Cheng,Unknown,猪猪侠 勇闯未来城,TV,0,51
Bai Bian Zhu Zhu Xia,Unknown,百变猪猪侠,TV,1,67
Zhu Zhu Xia: Jimu Shijie de Tonghua,Unknown,猪猪侠 积木世界的童话,TV,0,56
Zhu Zhu Xia: Xingfu Jiuyuan Dui,Unknown,猪猪侠 幸福救援队,TV,0,53
Zhu Zhu Xia: Bian Shen Xiao Ying Xiong,Unknown,猪猪侠 变身小英雄,TV,0,49
Zhu Zhu Xia: Bian Shen Zhandu,Unknown,猪猪侠 变身战队,TV,0,50
Zhu Zhu Xia: Bai Bian Lian Meng,Unknown,猪猪侠 百变联盟,TV,0,55
Zhu Zhu Xia: Wu Ling Shou Wei Zhe,Unknown,猪猪侠 五灵守卫者,TV,0,50
Zhu Zhu Xia: Guang Ming Shou Wei Zhe,Unknown,猪猪侠 光明守卫者,TV,0,50
Zhu Zhu Xia: Meng Xiang Shou Wei Zhe,Unknown,猪猪侠 梦想守卫者,TV,0,48
Matsugae wo Musubi,Unknown,松が枝を結び,Movie,2,94
